targetName,targetId,cohortId,subgroupId,subgroupName,cohortType
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3358,2002,Black Women,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3382,2002,Black Women,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3395,2002,Black Women,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3365,2002,Black Women,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3344,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3265,2002,Black Women,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3350,2002,Black Women,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3285,2002,Black Women,TwS
Inflammatory bowel disease,40748150030,3373,2002,Black Women,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3361,2002,Black Women,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3272,2002,Black Women,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3349,2002,Black Women,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3385,2002,Black Women,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3324,2002,Black Women,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3276,2002,Black Women,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3351,2002,Black Women,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3303,2002,Black Women,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3360,2002,Black Women,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3308,2002,Black Women,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3322,2002,Black Women,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3302,2002,Black Women,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3346,2002,Black Women,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3317,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3264,2002,Black Women,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3291,2002,Black Women,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3391,2002,Black Women,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3376,2002,Black Women,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3293,2002,Black Women,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3283,2002,Black Women,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3311,2002,Black Women,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3278,2002,Black Women,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3388,2002,Black Women,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3273,2002,Black Women,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3310,2002,Black Women,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3277,2002,Black Women,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3335,2002,Black Women,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3337,2002,Black Women,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3357,2002,Black Women,TwS
Hidradenitis at first diagnosis,4341190030,3348,2002,Black Women,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3323,2002,Black Women,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3390,2002,Black Women,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3282,2002,Black Women,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3328,2002,Black Women,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3330,2002,Black Women,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3297,2002,Black Women,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3362,2002,Black Women,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3379,2002,Black Women,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3381,2002,Black Women,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3321,2002,Black Women,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3336,2002,Black Women,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3354,2002,Black Women,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3334,2002,Black Women,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3353,2002,Black Women,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3305,2002,Black Women,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3363,2002,Black Women,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3327,2002,Black Women,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3347,2002,Black Women,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3393,2002,Black Women,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3289,2002,Black Women,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3345,2002,Black Women,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3369,2002,Black Women,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3384,2002,Black Women,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3383,2002,Black Women,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3325,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3268,2002,Black Women,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3352,2002,Black Women,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3287,2002,Black Women,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3374,2002,Black Women,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3386,2002,Black Women,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3389,2002,Black Women,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3387,2002,Black Women,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3371,2002,Black Women,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3513,2003,Female,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3439,2003,Female,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3481,2003,Female,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3478,2003,Female,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3457,2003,Female,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3491,2003,Female,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3465,2003,Female,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3430,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3397,2003,Female,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3437,2003,Female,TwS
Sjogren's syndrome at first diagnosis,2544430030,3444,2003,Female,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3411,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3396,2003,Female,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3462,2003,Female,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3512,2003,Female,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3506,2003,Female,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3492,2003,Female,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3450,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3400,2003,Female,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3452,2003,Female,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3464,2003,Female,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3503,2003,Female,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3468,2003,Female,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3442,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3401,2003,Female,TwS
Epilepsy Moura 1,3803780080,3472,2003,Female,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3423,2003,Female,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3453,2003,Female,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3479,2003,Female,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3418,2003,Female,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3484,2003,Female,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3508,2003,Female,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3424,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3402,2003,Female,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3461,2003,Female,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3466,2003,Female,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3502,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3398,2003,Female,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3435,2003,Female,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3408,2003,Female,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3455,2003,Female,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3405,2003,Female,TwS
Hidradenitis at first diagnosis,4341190030,3480,2003,Female,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3420,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3399,2003,Female,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3471,2003,Female,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3419,2003,Female,TwS
Psoriatic arthritis,819310040,3413,2003,Female,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3443,2003,Female,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3458,2003,Female,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3426,2003,Female,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3445,2003,Female,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3410,2003,Female,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3432,2003,Female,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3447,2003,Female,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3477,2003,Female,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3448,2003,Female,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3460,2003,Female,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3427,2003,Female,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3407,2003,Female,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3459,2003,Female,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3406,2003,Female,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3501,2003,Female,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3429,2003,Female,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3517,2003,Female,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3428,2003,Female,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3489,2003,Female,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3403,2003,Female,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3438,2003,Female,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3485,2003,Female,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3514,2003,Female,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3449,2003,Female,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3520,2003,Female,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3483,2003,Female,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3523,2003,Female,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3422,2003,Female,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3496,2003,Female,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3494,2003,Female,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3404,2003,Female,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3475,2003,Female,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3495,2003,Female,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3425,2003,Female,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3507,2003,Female,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3440,2003,Female,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3467,2003,Female,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3417,2003,Female,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3454,2003,Female,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3474,2003,Female,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3441,2003,Female,TwS
Inflammatory bowel disease,40748150030,3505,2003,Female,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3482,2003,Female,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3527,2003,Female,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3431,2003,Female,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3416,2003,Female,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3497,2003,Female,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3504,2003,Female,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3516,2003,Female,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3509,2003,Female,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3524,2003,Female,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3493,2003,Female,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3518,2003,Female,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3499,2003,Female,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3456,2003,Female,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3515,2003,Female,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3414,2003,Female,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3473,2003,Female,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3488,2003,Female,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3519,2003,Female,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3490,2003,Female,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3433,2003,Female,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3526,2003,Female,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3510,2003,Female,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3498,2003,Female,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3469,2003,Female,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3421,2003,Female,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3486,2003,Female,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3521,2003,Female,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3451,2003,Female,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3409,2003,Female,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3476,2003,Female,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3525,2003,Female,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3522,2003,Female,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3415,2003,Female,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3412,2003,Female,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3436,2003,Female,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3446,2003,Female,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3487,2003,Female,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3470,2003,Female,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3463,2003,Female,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3500,2003,Female,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3511,2003,Female,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3434,2003,Female,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3643,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3530,2004,Male,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3540,2004,Male,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3598,2004,Male,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3645,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3535,2004,Male,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3655,2004,Male,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3550,2004,Male,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3599,2004,Male,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3565,2004,Male,TwS
Psoriatic arthritis,819310040,3545,2004,Male,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3539,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3529,2004,Male,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3648,2004,Male,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3628,2004,Male,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3574,2004,Male,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3640,2004,Male,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3578,2004,Male,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3567,2004,Male,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3631,2004,Male,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3556,2004,Male,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3601,2004,Male,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3638,2004,Male,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3533,2004,Male,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3536,2004,Male,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3635,2004,Male,TwS
